Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	471194588520131
1	0.1	3	0.316228	0.1	471194588520131
2	0.203	4	0.449212	0.103	471194588520131
3	0.304	5	0.552797	0.101	471194588520131
4	0.407	6	0.634311	0.103	471194588520131
5	0.497	6	0.702133	0.09	471194588520131
6	0.613	6	0.780533	0.116	471194588520131
7	0.711	7	0.841118	0.098	471194588520131
8	0.822	7	0.902949	0.111	471194588520131
9	0.921	7	0.965794	0.099	471194588520131
10	1.001	8	0.998498	0.08	471194588520131
11	1.103	8	1.04661	0.102	471194588520131
12	1.197	8	1.08314	0.094	471194588520131
13	1.321	8	1.1406	0.124	471194588520131
14	1.409	8	1.17801	0.088	471194588520131
15	1.501	8	1.21778	0.092	471194588520131
16	1.607	9	1.2785	0.106	471194588520131
17	1.698	9	1.31408	0.091	471194588520131
18	1.809	9	1.35186	0.111	471194588520131
19	1.901	10	1.39219	0.092	471194588520131
20	2	10	1.42618	0.099	471194588520131
21	2.079	10	1.43901	0.079	471194588520131
22	2.188	10	1.48009	0.109	471194588520131
23	2.291	10	1.50044	0.103	471194588520131
24	2.377	11	1.52737	0.086	471194588520131
25	2.474	11	1.54121	0.097	471194588520131
26	2.585	11	1.58706	0.111	471194588520131
27	2.689	11	1.61811	0.104	471194588520131
28	2.789	11	1.65936	0.1	471194588520131
29	2.863	12	1.68411	0.074	471194588520131
30	2.966	12	1.72506	0.103	471194588520131
31	3.063	12	1.76721	0.097	471194588520131
32	3.17	12	1.80751	0.107	471194588520131
33	3.247	12	1.82921	0.077	471194588520131
34	3.345	12	1.85256	0.098	471194588520131
35	3.421	12	1.86675	0.076	471194588520131
36	3.536	13	1.89992	0.115	471194588520131
37	3.641	14	1.94271	0.105	471194588520131
38	3.703	14	1.95238	0.062	471194588520131
39	3.778	14	1.96589	0.075	471194588520131
40	3.874	14	1.99603	0.096	471194588520131
41	3.979	14	2.0272	0.105	471194588520131
42	4.075	14	2.0563	0.096	471194588520131
43	4.163	14	2.07905	0.088	471194588520131
44	4.261	14	2.12153	0.098	471194588520131
45	4.363	14	2.16223	0.102	471194588520131
46	4.458	14	2.17629	0.095	471194588520131
47	4.574	14	2.21439	0.116	471194588520131
48	4.687	14	2.24255	0.113	471194588520131
49	4.759	14	2.24096	0.072	471194588520131
50	4.822	16	2.25329	0.063	471194588520131
51	4.921	17	2.26114	0.099	471194588520131
52	5.053	15	2.297	0.132	471194588520131
53	5.192	15	2.33455	0.139	471194588520131
54	5.304	16	2.33229	0.112	471194588520131
55	5.423	17	2.35798	0.119	471194588520131
56	5.532	18	2.38767	0.109	471194588520131
57	5.599	18	2.40794	0.067	471194588520131
58	5.715	18	2.42462	0.116	471194588520131
59	5.778	17	2.42749	0.063	471194588520131
60	5.856	17	2.43562	0.078	471194588520131
61	5.946	17	2.46862	0.09	471194588520131
62	6.076	18	2.51022	0.13	471194588520131
63	6.161	18	2.52132	0.085	471194588520131
64	6.271	18	2.5506	0.11	471194588520131
65	6.38	18	2.57888	0.109	471194588520131
66	6.46	19	2.64337	0.08	471194588520131
67	6.572	19	2.64723	0.112	471194588520131
68	6.682	20	2.64667	0.11	471194588520131
69	6.805	20	2.67637	0.123	471194588520131
70	6.879	20	2.69673	0.074	471194588520131
71	7.033	20	2.76928	0.154	471194588520131
72	7.139	20	2.79565	0.106	471194588520131
73	7.249	20	2.77651	0.11	471194588520131
74	7.384	21	2.8042	0.135	471194588520131
75	7.49	20	2.80658	0.106	471194588520131
76	7.577	20	2.80144	0.087	471194588520131
77	7.726	19	2.82222	0.149	471194588520131
78	7.792	19	2.83914	0.066	471194588520131
79	7.873	20	2.86057	0.081	471194588520131
80	7.95	20	2.8619	0.077	471194588520131
81	8.061	19	2.90539	0.111	471194588520131
82	8.139	20	2.91679	0.078	471194588520131
83	8.218	19	2.94491	0.079	471194588520131
