Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	154115711937045
1	0.1044	4	0.326957	0.1044	154115711937045
2	0.2171	4	0.465798	0.1127	154115711937045
3	0.3421	5	0.592003	0.125	154115711937045
4	0.4592	5	0.684935	0.1171	154115711937045
5	0.5459	5	0.73423	0.0867	154115711937045
6	0.6498	6	0.794707	0.1039	154115711937045
7	0.737	6	0.843227	0.0872	154115711937045
8	0.8255	7	0.897246	0.0885	154115711937045
9	0.9352	7	0.969536	0.1097	154115711937045
10	1.0324	7	1.012	0.0972	154115711937045
11	1.1445	7	1.07639	0.1121	154115711937045
12	1.2422	8	1.14566	0.0977	154115711937045
13	1.3658	8	1.18237	0.1236	154115711937045
14	1.4658	8	1.21698	0.1	154115711937045
15	1.5899	8	1.25113	0.1241	154115711937045
16	1.691	8	1.29774	0.1011	154115711937045
17	1.8048	8	1.32925	0.1138	154115711937045
18	1.9098	9	1.37741	0.105	154115711937045
19	1.9602	9	1.41507	0.0504	154115711937045
20	1.9966	9	1.43944	0.0364	154115711937045
21	2.0888	9	1.46994	0.0922	154115711937045
22	2.1687	10	1.50846	0.0799	154115711937045
23	2.2915	10	1.5306	0.1228	154115711937045
24	2.4146	10	1.55458	0.1231	154115711937045
25	2.5499	10	1.56336	0.1353	154115711937045
26	2.6643	10	1.58978	0.1144	154115711937045
27	2.749	10	1.60891	0.0847	154115711937045
28	2.8698	10	1.66266	0.1208	154115711937045
29	2.9311	10	1.71381	0.0613	154115711937045
30	3.0596	10	1.75484	0.1285	154115711937045
31	3.1277	10	1.76023	0.0681	154115711937045
32	3.2812	10	1.80669	0.1535	154115711937045
33	3.3864	10	1.82666	0.1052	154115711937045
34	3.4422	10	1.86174	0.0558	154115711937045
35	3.5618	10	1.89193	0.1196	154115711937045
36	3.6273	10	1.87872	0.0655	154115711937045
37	3.724	10	1.903	0.0967	154115711937045
38	3.8347	10	1.90908	0.1107	154115711937045
39	3.9277	10	1.91814	0.093	154115711937045
40	4.0139	10	1.91659	0.0862	154115711937045
41	4.1617	10	1.93958	0.1478	154115711937045
42	4.2422	10	1.95876	0.0805	154115711937045
43	4.3709	10	1.97857	0.1287	154115711937045
44	4.4478	10	1.98153	0.0769	154115711937045
45	4.5856	10	1.96134	0.1378	154115711937045
46	4.7306	10	1.97343	0.145	154115711937045
47	4.8099	10	2.02058	0.0793	154115711937045
48	4.8706	10	2.00835	0.0607	154115711937045
49	4.9563	10	2.04445	0.0857	154115711937045
50	5.0365	10	2.0677	0.0802	154115711937045
51	5.1143	10	2.1011	0.0778	154115711937045
52	5.2727	10	2.11777	0.1584	154115711937045
53	5.3918	10	2.10554	0.1191	154115711937045
54	5.4085	10	2.10818	0.0167	154115711937045
55	5.5283	10	2.12523	0.1198	154115711937045
56	5.6253	10	2.14893	0.097	154115711937045
57	5.7039	10	2.10595	0.0786	154115711937045
58	5.8258	10	2.09854	0.1219	154115711937045
59	5.9054	10	2.10401	0.0796	154115711937045
60	5.9896	10	2.11714	0.0842	154115711937045
61	6.106	10	2.10603	0.1164	154115711937045
62	6.1727	10	2.09277	0.0667	154115711937045
63	6.2742	10	2.07524	0.1015	154115711937045
64	6.3476	10	2.09542	0.0734	154115711937045
65	6.4565	10	2.1092	0.1089	154115711937045
66	6.5547	10	2.11003	0.0982	154115711937045
67	6.6015	10	2.10986	0.0468	154115711937045
68	6.6252	10	2.10222	0.0237	154115711937045
69	6.7545	10	2.0679	0.1293	154115711937045
70	6.8221	10	2.03825	0.0676	154115711937045
71	6.9096	10	2.03475	0.0875	154115711937045
72	6.9539	10	2.01181	0.0443	154115711937045
73	6.964	10	2.00222	0.0101	154115711937045
74	7.0212	10	1.98876	0.0572	154115711937045
75	7.0595	10	1.99874	0.0383	154115711937045
76	7.1122	10	1.97054	0.0527	154115711937045
77	7.1754	10	1.94921	0.0632	154115711937045
78	7.1661	10	1.96349	-0.0093	154115711937045
79	7.2489	10	1.9142	0.0828	154115711937045
80	7.3375	10	1.89341	0.0886	154115711937045
81	7.3758	10	1.88621	0.0383	154115711937045
82	7.3985	10	1.87502	0.0227	154115711937045
83	7.4508	10	1.81873	0.0523	154115711937045
84	7.5032	10	1.78796	0.0524	154115711937045
85	7.5607	10	1.7492	0.0575	154115711937045
86	7.5887	10	1.73572	0.028	154115711937045
87	7.6108	10	1.71392	0.0221	154115711937045
88	7.6237	10	1.72409	0.0129	154115711937045
89	7.7072	10	1.71303	0.0835	154115711937045
90	7.6957	10	1.72137	-0.0115	154115711937045
91	7.7499	10	1.66888	0.0542	154115711937045
92	7.7649	10	1.64597	0.015	154115711937045
93	7.8195	10	1.62915	0.0546	154115711937045
94	7.8741	10	1.59645	0.0546	154115711937045
95	7.9365	9	1.56878	0.0624	154115711937045
96	7.9671	9	1.5333	0.0306	154115711937045
97	8.027	9	1.48083	0.0599	154115711937045
98	8.0779	9	1.46548	0.0509	154115711937045
99	8.1198	9	1.46255	0.0419	154115711937045
100	8.1619	9	1.40922	0.0421	154115711937045
101	8.1962	9	1.38993	0.0343	154115711937045
102	8.2303	8	1.38357	0.0341	154115711937045
103	8.2598	8	1.34755	0.0295	154115711937045
104	8.2868	8	1.32293	0.027	154115711937045
105	8.3447	8	1.27651	0.0579	154115711937045
106	8.3876	8	1.22367	0.0429	154115711937045
107	8.3996	8	1.21997	0.012	154115711937045
108	8.442	8	1.18526	0.0424	154115711937045
109	8.4643	8	1.17308	0.0223	154115711937045
110	8.4766	8	1.17015	0.0123	154115711937045
111	8.5161	8	1.12834	0.0395	154115711937045
112	8.5374	8	1.10136	0.0213	154115711937045
113	8.5634	8	1.06272	0.026	154115711937045
114	8.582	8	1.02571	0.0186	154115711937045
115	8.5888	8	1.01898	0.0068	154115711937045
116	8.61	8	1.01818	0.0212	154115711937045
117	8.6247	8	0.996117	0.0147	154115711937045
118	8.6441	8	0.976235	0.0194	154115711937045
119	8.6497	8	0.947201	0.0056	154115711937045
120	8.6613	8	0.949096	0.0116	154115711937045
121	8.7005	7	0.880227	0.0392	154115711937045
122	8.7154	7	0.863946	0.0149	154115711937045
123	8.7147	7	0.855046	-0.0007	154115711937045
124	8.7335	7	0.827453	0.0188	154115711937045
125	8.7346	7	0.81582	0.0011	154115711937045
126	8.7471	7	0.799088	0.0125	154115711937045
127	8.7506	7	0.805853	0.0035	154115711937045
128	8.7766	7	0.747859	0.026	154115711937045
129	8.7886	7	0.728498	0.012	154115711937045
130	8.8066	7	0.696704	0.018	154115711937045
131	8.8138	7	0.696369	0.0072	154115711937045
