Time	Displacement	BinCount	Variance	Velocity	Label
0	0	1	0	0	1791403055027814
1	0.1	4	0.314643	0.1	1791403055027814
2	0.2	4	0.444972	0.1	1791403055027814
3	0.301	5	0.541663	0.101	1791403055027814
4	0.413	6	0.639868	0.112	1791403055027814
5	0.514	6	0.718195	0.101	1791403055027814
6	0.607	6	0.783933	0.093	1791403055027814
7	0.702	8	0.846284	0.095	1791403055027814
8	0.813	8	0.903344	0.111	1791403055027814
9	0.915	9	0.960612	0.102	1791403055027814
10	1.01	9	1.0099	0.095	1791403055027814
11	1.107	9	1.07077	0.097	1791403055027814
12	1.205	8	1.12382	0.098	1791403055027814
13	1.311	9	1.16931	0.106	1791403055027814
14	1.424	9	1.20674	0.113	1791403055027814
15	1.509	9	1.24456	0.085	1791403055027814
16	1.628	10	1.29175	0.119	1791403055027814
17	1.732	9	1.3237	0.104	1791403055027814
18	1.815	10	1.35749	0.083	1791403055027814
19	1.912	11	1.3879	0.097	1791403055027814
20	2.004	11	1.42653	0.092	1791403055027814
21	2.124	12	1.47568	0.12	1791403055027814
22	2.225	12	1.50545	0.101	1791403055027814
23	2.343	12	1.55092	0.118	1791403055027814
24	2.452	12	1.59113	0.109	1791403055027814
25	2.54	12	1.61289	0.088	1791403055027814
26	2.636	12	1.64119	0.096	1791403055027814
27	2.729	12	1.68005	0.093	1791403055027814
28	2.853	12	1.72493	0.124	1791403055027814
29	2.947	13	1.77121	0.094	1791403055027814
30	3.055	13	1.80748	0.108	1791403055027814
31	3.141	13	1.83524	0.086	1791403055027814
32	3.267	13	1.87102	0.126	1791403055027814
33	3.365	13	1.887	0.098	1791403055027814
34	3.483	14	1.9099	0.118	1791403055027814
35	3.582	14	1.94429	0.099	1791403055027814
36	3.678	14	1.97137	0.096	1791403055027814
37	3.762	15	1.99583	0.084	1791403055027814
38	3.874	15	2.02611	0.112	1791403055027814
39	3.962	15	2.06266	0.088	1791403055027814
40	4.047	15	2.06514	0.085	1791403055027814
41	4.165	16	2.09375	0.118	1791403055027814
42	4.272	15	2.10571	0.107	1791403055027814
43	4.349	15	2.13499	0.077	1791403055027814
44	4.433	15	2.13998	0.084	1791403055027814
45	4.542	15	2.16754	0.109	1791403055027814
46	4.648	14	2.20524	0.106	1791403055027814
47	4.761	15	2.21943	0.113	1791403055027814
48	4.885	16	2.27877	0.124	1791403055027814
49	4.965	15	2.30646	0.08	1791403055027814
50	5.06	15	2.32215	0.095	1791403055027814
51	5.176	16	2.37466	0.116	1791403055027814
52	5.287	16	2.39366	0.111	1791403055027814
53	5.392	16	2.40298	0.105	1791403055027814
54	5.481	17	2.45166	0.089	1791403055027814
55	5.591	18	2.48289	0.11	1791403055027814
56	5.682	17	2.52604	0.091	1791403055027814
57	5.776	17	2.53097	0.094	1791403055027814
58	5.855	17	2.53317	0.079	1791403055027814
59	5.952	17	2.55357	0.097	1791403055027814
60	6.046	17	2.58164	0.094	1791403055027814
61	6.155	17	2.61017	0.109	1791403055027814
62	6.284	18	2.61254	0.129	1791403055027814
63	6.363	19	2.62873	0.079	1791403055027814
64	6.485	19	2.66379	0.122	1791403055027814
65	6.582	19	2.69727	0.097	1791403055027814
66	6.651	19	2.72162	0.069	1791403055027814
67	6.727	19	2.7235	0.076	1791403055027814
68	6.827	20	2.75882	0.1	1791403055027814
69	6.915	20	2.77971	0.088	1791403055027814
70	7.022	20	2.79437	0.107	1791403055027814
71	7.125	19	2.81449	0.103	1791403055027814
72	7.217	19	2.82664	0.092	1791403055027814
73	7.329	19	2.863	0.112	1791403055027814
74	7.41	20	2.88373	0.081	1791403055027814
75	7.51	20	2.9067	0.1	1791403055027814
76	7.616	20	2.95593	0.106	1791403055027814
77	7.731	22	2.97853	0.115	1791403055027814
78	7.8	21	3.03018	0.069	1791403055027814
